milk,country,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
13,4,14,2,171,7,15,331,118,1,0
13,4,14,2,171,2,15,331,118,1,0
4,38,4,2,180,7,15,415,127,1,0
13,4,9,2,132,9,15,28,135,1,0
9,29,11,2,101,6,15,566,284,0,0
13,35,9,2,231,7,15,407,132,1,0
13,31,14,2,140,6,15,196,185,0,0
4,4,13,2,111,9,15,406,209,1,0
14,77,14,2,287,9,8,306,152,1,0
4,38,4,2,180,7,15,415,127,1,0
13,35,13,2,109,4,15,424,119,0,0
13,4,9,2,93,9,15,27,182,1,0
13,35,61,2,189,9,15,359,304,1,0
13,35,13,2,109,4,15,424,119,0,0
14,77,16,2,285,9,15,474,127,0,0
6,44,62,2,94,9,15,210,285,1,0
13,31,14,2,140,6,15,196,185,0,0
4,77,2,2,199,7,15,598,127,1,0
13,4,14,2,171,9,15,418,3,1,0
14,77,16,2,285,9,15,474,127,1,0
13,14,14,2,174,9,15,423,125,0,0
13,35,61,2,189,7,15,359,304,1,0
13,30,14,2,174,9,15,423,125,0,0
13,4,9,2,93,9,15,27,182,1,0
13,4,14,2,171,7,15,394,131,1,0
13,35,9,2,231,7,15,407,132,0,0
4,77,2,2,199,6,15,598,127,1,0
13,4,14,2,171,0,15,331,118,1,0
4,77,2,2,199,9,15,598,127,1,0
13,35,13,2,109,4,15,424,119,0,0
13,4,9,2,132,9,15,28,135,1,0
18,35,13,2,147,9,15,182,77,0,0
13,4,14,2,171,7,15,331,118,1,0
4,4,13,2,111,9,15,406,209,1,0
13,4,14,2,171,9,15,418,3,1,0
4,35,13,2,160,9,15,469,127,0,0
6,44,62,2,94,6,15,210,285,1,0
14,77,16,2,285,9,15,474,127,0,0
18,35,13,2,147,9,15,182,77,0,0
6,44,62,2,94,9,15,210,285,1,0
13,4,14,2,171,9,15,394,131,1,0
4,4,71,2,93,7,15,406,79,1,0
13,77,13,2,166,9,15,380,154,1,0
13,35,7,2,180,7,15,359,304,0,0
6,44,62,2,94,7,15,210,285,0,0
13,77,13,2,166,9,15,380,154,1,0
14,77,16,2,285,9,15,474,127,1,0
13,35,14,2,174,9,15,423,125,0,0
13,4,9,2,132,9,15,28,135,1,0
13,4,14,2,171,2,15,394,131,1,0
13,35,7,2,180,7,15,359,304,0,0
6,44,62,2,94,9,15,210,285,0,0
13,4,14,2,171,9,15,418,3,1,0
5,52,18,2,285,9,15,588,228,0,0
13,4,14,2,171,2,15,331,118,1,0
18,35,13,2,147,9,15,182,77,0,0
13,4,14,2,171,9,15,418,3,1,0
9,29,11,2,101,6,15,566,284,0,0
4,77,2,2,199,2,15,598,127,1,0
13,31,14,2,140,6,15,196,185,0,0
18,35,13,2,147,9,15,182,77,0,0
13,4,9,2,93,9,15,27,182,1,0
5,52,18,2,285,9,15,588,228,1,0
18,14,10,2,157,6,15,264,293,0,0
14,77,16,2,285,9,15,474,127,1,0
13,4,14,2,171,7,15,331,118,1,0
13,4,9,2,93,9,15,27,182,1,0
6,1,16,2,209,7,15,429,304,0,0
13,71,14,2,174,9,15,423,125,0,0
13,31,14,2,140,6,15,196,185,0,0
4,77,2,2,199,10,15,598,127,1,0
4,77,2,2,199,2,15,598,127,1,0
4,77,2,2,199,7,15,598,127,1,0
18,14,10,2,157,6,15,264,293,0,0
13,35,61,2,189,7,15,359,304,1,0
13,4,14,2,171,7,15,331,118,1,0
18,14,10,2,157,6,15,264,293,0,0
6,25,71,2,244,7,15,443,229,0,0
13,31,14,2,140,6,15,196,185,0,0
13,35,13,2,109,4,15,424,119,0,0
13,35,61,2,189,9,15,359,304,0,0
6,1,16,2,209,7,15,429,304,0,0
6,25,71,2,244,7,15,443,229,0,0
13,4,9,2,132,9,15,28,135,1,0
18,35,13,2,147,9,15,182,77,0,0
6,1,16,2,209,7,15,429,304,0,0
18,14,9,2,195,7,15,198,83,0,0
4,38,4,2,180,7,15,415,127,0,0
4,35,13,2,160,9,15,469,127,0,0
18,35,13,2,147,9,15,182,77,0,0
4,4,13,2,111,9,15,406,209,1,0
4,4,13,2,111,9,15,406,209,1,0
6,25,71,2,244,7,15,443,229,0,0
13,50,6,2,279,9,15,281,181,0,0
14,77,14,2,287,9,8,306,152,0,0
13,35,7,2,180,7,15,359,304,1,0
13,35,13,2,109,4,15,424,119,0,0
13,40,14,2,174,9,15,423,125,0,0
13,35,61,2,189,7,15,359,304,0,0
4,77,2,2,199,9,15,598,127,1,0
13,35,13,2,109,4,15,424,119,0,0
13,35,61,2,189,7,15,359,304,0,0
18,35,13,2,147,9,15,182,77,0,0
13,4,9,2,132,9,15,28,135,1,0
13,4,14,2,171,6,15,394,131,1,0
6,25,71,2,244,7,15,443,229,0,0
5,52,18,2,285,9,15,588,228,1,0
9,29,11,2,101,6,15,566,284,0,0
9,29,11,2,101,6,15,566,284,0,0
6,1,16,2,209,7,15,429,304,0,0
14,77,14,2,287,9,8,306,152,1,0
4,4,13,2,111,9,15,406,209,1,0
13,4,9,2,132,9,15,28,135,1,0
18,35,13,2,147,9,15,182,77,0,0
13,77,13,2,166,9,15,380,154,1,0
13,50,6,2,279,9,15,281,181,0,0
4,4,13,2,111,9,15,406,209,1,0
6,25,71,2,244,7,15,443,229,0,0
4,4,13,2,111,9,15,406,209,1,0
14,77,14,2,287,9,8,306,152,0,0
13,4,14,2,171,7,15,331,118,1,0
13,4,14,2,171,9,15,418,3,1,0
4,4,13,2,111,9,15,406,209,1,0
6,25,71,2,244,7,15,443,229,0,0
14,77,14,2,287,9,8,306,152,1,0
13,67,14,2,174,9,15,423,125,0,0
9,29,11,2,101,6,15,566,284,0,0
13,4,14,2,171,9,15,418,3,1,0
13,35,13,2,109,4,15,424,119,0,0
13,50,6,2,279,9,15,281,181,0,0
13,35,61,2,189,7,15,359,304,1,0
13,4,14,2,171,9,15,331,118,1,0
13,4,14,2,171,9,15,331,118,1,0
13,77,14,2,174,9,15,423,125,0,0
13,35,7,2,180,7,15,359,304,0,0
4,77,2,2,199,7,15,598,127,1,0
18,14,10,2,157,6,15,264,293,1,0
4,38,4,2,180,7,15,415,127,0,0
13,35,13,2,109,4,15,424,119,0,0
4,35,13,2,160,9,15,469,127,1,0
13,35,9,2,231,7,15,407,132,0,0
6,44,62,2,94,7,15,210,285,1,0
14,77,14,2,287,9,8,306,152,0,0
9,29,11,2,101,6,15,566,284,0,0
13,35,13,2,109,4,15,424,119,0,0
18,14,10,2,157,6,15,264,293,0,0
13,4,14,2,171,7,15,331,118,1,0
18,14,9,2,195,7,15,198,83,1,0
6,44,62,2,94,10,15,210,285,0,0
18,14,10,2,157,6,15,264,293,1,0
13,35,13,2,109,4,15,424,119,0,0
13,50,6,2,279,9,15,281,181,0,0
4,38,4,2,180,7,15,415,127,1,0
13,77,13,2,166,9,15,380,154,1,0
4,77,2,2,199,2,15,598,127,1,0
13,4,14,2,171,9,15,394,131,1,0
13,35,7,2,180,7,15,359,304,0,0
18,14,10,2,157,6,15,264,293,1,0
13,31,14,2,140,6,15,196,185,0,0
13,4,9,2,93,9,15,27,182,1,0
4,4,71,2,93,7,15,406,79,1,0
4,77,2,2,199,10,15,598,127,1,0
4,77,2,2,199,10,15,598,127,1,0
13,4,9,2,132,9,15,28,135,1,0
13,4,9,2,132,9,15,28,135,1,0
13,35,9,2,231,7,15,407,132,1,0
18,14,9,2,195,7,15,198,83,0,0
13,35,14,2,174,9,15,423,125,0,0
9,29,11,2,101,6,15,566,284,0,0
4,77,2,2,199,7,15,598,127,1,0
13,31,14,2,140,6,15,196,185,0,0
13,35,13,2,109,4,15,424,119,0,0
6,25,71,2,244,7,15,443,229,0,0
6,25,71,2,244,7,15,443,229,0,0
13,31,14,2,140,6,15,196,185,0,0
13,50,6,2,279,9,15,281,181,1,0
13,31,14,2,140,6,15,196,185,0,0
13,35,9,2,231,7,15,407,132,1,0
18,14,10,2,157,6,15,264,293,0,0
13,35,61,2,189,1,15,359,304,1,0
4,4,13,2,111,9,15,406,209,1,0
13,35,13,2,109,4,15,424,119,0,0
4,4,71,2,93,7,15,406,79,1,0
18,35,13,2,147,9,15,182,77,0,0
13,50,6,2,279,9,15,281,181,0,0
13,35,61,2,189,2,15,359,304,1,0
14,77,14,2,287,9,8,306,152,0,0
6,25,71,2,244,7,15,443,229,0,0
4,38,4,2,180,7,15,415,127,0,0
13,35,7,2,180,7,15,359,304,0,0
13,4,9,2,132,9,15,28,135,1,0
6,1,16,2,209,7,15,429,304,0,0
13,4,14,2,171,7,15,331,118,1,0
13,50,6,2,279,9,15,281,181,1,0
13,77,13,2,166,9,15,380,154,1,0
6,1,16,2,209,7,15,429,304,0,0
13,35,61,2,189,7,15,359,304,1,0
13,35,9,2,231,7,15,407,132,1,0
4,35,13,2,160,9,15,469,127,0,0
4,35,13,2,160,9,15,469,127,0,0
13,35,14,2,174,9,15,423,125,0,0
13,35,9,2,231,7,15,407,132,1,0
13,4,9,2,132,9,15,28,135,1,0
13,35,13,2,109,4,15,424,119,0,0
13,4,14,2,171,7,15,394,131,1,0
4,4,13,2,111,9,15,406,209,1,0
4,35,13,2,160,9,15,469,127,1,0
14,77,14,2,287,9,8,306,152,0,0
4,35,13,2,160,9,15,469,127,0,0
6,1,16,2,209,7,15,429,304,0,0
6,52,13,1,144,7,15,196,93,0,0
13,77,47,1,93,1,15,597,54,1,0
4,35,74,1,171,10,11,133,122,0,0
4,75,65,1,94,9,15,596,122,1,0
4,52,14,1,93,2,15,594,127,0,0
4,67,1,1,2,7,11,490,97,1,0
6,52,13,1,144,2,15,143,118,1,0
12,69,0,1,180,9,15,54,136,1,0
13,77,13,1,93,9,15,469,127,1,0
4,35,62,1,160,10,16,596,240,0,0
4,75,65,1,94,9,15,596,299,1,0
4,75,65,1,94,9,15,596,240,1,0
10,8,8,1,199,9,15,472,145,1,0
4,67,1,1,2,7,11,490,97,1,0
4,59,74,1,61,9,15,458,240,1,0
4,52,14,1,93,2,15,594,127,0,0
10,8,8,1,199,9,15,472,145,1,0
4,48,48,1,180,9,15,544,304,1,0
4,35,47,1,199,10,9,388,304,1,0
4,67,1,1,2,7,11,490,97,1,0
14,44,60,1,160,9,15,596,127,1,0
10,8,8,1,199,9,15,472,145,1,0
4,4,13,1,201,9,15,469,219,1,0
13,35,61,1,171,9,15,306,127,0,0
14,44,60,1,160,9,15,596,294,1,0
4,67,1,1,2,7,11,490,97,1,0
13,35,62,1,160,2,15,38,105,0,0
4,4,13,1,201,9,15,469,219,1,0
12,69,0,1,180,2,15,596,141,1,0
4,35,47,1,199,10,9,596,304,0,0
4,4,13,1,201,9,15,469,219,1,0
4,57,9,1,94,9,15,469,141,1,0
13,35,62,1,160,7,15,587,27,0,0
11,21,72,1,219,7,11,598,285,0,0
4,52,14,1,92,7,15,595,218,0,0
4,35,74,1,171,10,11,546,122,1,0
4,35,74,1,171,10,11,336,122,0,0
13,77,13,1,93,9,15,469,127,1,0
4,4,13,1,201,9,15,469,219,1,0
4,35,62,1,160,10,11,596,127,0,0
13,77,47,1,93,1,15,597,54,1,0
4,57,9,1,94,10,15,5,141,1,0
4,48,48,1,180,9,15,544,304,1,0
4,35,8,1,250,7,15,305,127,0,0
13,77,13,1,93,9,15,469,127,1,0
6,52,13,1,144,7,15,56,304,0,0
4,67,1,1,2,7,11,490,97,1,0
4,35,61,1,279,10,11,572,219,1,0
6,52,13,1,144,10,15,342,246,1,0
4,59,61,1,93,9,15,260,141,0,0
4,59,74,1,61,9,15,458,240,1,0
4,57,9,1,94,7,15,265,141,0,0
4,67,13,1,94,7,15,584,73,1,0
4,59,61,1,93,9,15,260,141,0,0
12,69,0,1,180,7,15,580,256,1,0
4,35,61,1,279,10,11,572,14,1,0
12,69,0,1,180,6,15,442,205,1,0
4,67,1,1,2,7,11,490,97,1,0
14,44,60,1,160,9,15,596,285,0,0
13,77,47,1,93,1,15,597,54,1,0
4,35,74,1,171,10,11,441,122,1,0
6,52,13,1,144,10,15,380,27,0,0
4,4,13,1,201,9,15,469,219,1,0
4,52,14,1,93,2,15,594,127,0,0
4,35,74,1,171,10,11,23,122,0,0
4,48,48,1,180,9,15,544,304,1,0
4,67,13,1,94,7,15,584,97,1,0
13,35,62,1,160,7,15,587,27,0,0
4,59,74,1,61,9,15,458,240,1,0
4,59,61,1,93,9,15,260,141,1,0
4,52,14,1,93,2,15,594,127,0,0
4,59,74,1,61,9,15,458,240,1,0
14,44,60,1,160,9,15,596,304,1,0
13,35,61,1,171,9,15,306,127,1,0
4,35,47,1,199,10,9,134,304,1,0
11,21,72,1,219,7,11,598,103,1,0
4,59,74,1,61,9,15,458,240,1,0
4,35,47,1,199,10,9,432,304,1,0
4,59,61,1,93,9,15,260,141,0,0
12,69,0,1,180,7,15,566,293,0,0
4,4,13,1,201,9,15,469,219,1,0
14,44,60,1,160,9,15,596,127,1,0
11,21,72,1,219,7,11,598,304,1,0
4,59,74,1,61,9,15,458,240,1,0
4,67,13,1,94,7,15,584,127,1,0
4,52,14,1,92,7,15,595,218,0,0
4,35,74,1,171,10,11,508,122,0,0
4,52,14,1,93,2,15,594,127,0,0
4,67,13,1,94,7,15,584,145,1,0
4,35,62,1,160,10,15,596,290,0,0
4,57,9,1,94,10,15,297,141,0,0
4,52,14,1,93,2,15,594,127,0,0
4,67,1,1,2,7,11,490,97,1,0
4,52,14,1,92,7,15,595,218,0,0
4,58,61,1,166,9,15,162,285,1,0
4,59,61,1,93,9,15,260,141,0,0
4,35,74,1,171,10,11,546,122,0,0
4,67,1,1,2,7,11,490,97,1,0
10,8,8,1,199,9,15,472,145,1,0
12,69,0,1,180,2,15,579,89,1,0
4,57,9,1,94,7,15,529,141,0,0
4,58,61,1,166,9,15,162,285,1,0
4,35,61,1,279,10,11,572,228,1,0
4,35,74,1,171,10,11,138,122,0,0
4,58,61,1,166,9,15,162,285,1,0
13,35,62,1,160,7,15,38,105,0,0
4,57,9,1,94,5,15,500,141,1,0
6,52,13,1,144,7,15,56,43,0,0
4,35,61,1,279,10,11,572,299,1,0
10,8,8,1,199,9,15,472,145,1,0
13,35,62,1,160,7,15,38,105,0,0
4,4,13,1,201,9,15,469,219,1,0
4,52,14,1,93,2,15,594,127,0,0
10,8,8,1,199,9,15,472,145,1,0
4,75,65,1,94,9,15,596,127,1,0
13,77,13,1,93,9,15,469,127,1,0
13,35,62,1,160,7,15,587,27,0,0
4,52,14,1,93,2,15,594,127,0,0
4,48,48,1,180,9,15,544,304,1,0
4,48,48,1,180,9,16,544,304,1,0
13,35,62,1,160,9,15,38,105,0,0
4,57,8,1,250,2,15,305,127,1,0
11,21,72,1,219,7,11,598,268,1,0
6,52,13,1,144,7,15,424,89,0,0
12,69,0,1,180,7,15,113,141,0,0
4,35,61,1,279,10,11,572,87,0,0
6,52,13,1,144,7,15,259,304,0,0
4,35,61,1,279,10,11,572,194,1,0
4,52,14,1,93,2,15,594,127,0,0
4,4,13,1,201,9,15,469,219,1,0
14,44,60,1,160,9,15,596,296,1,0
13,35,62,1,160,3,15,38,105,0,0
4,52,14,1,92,7,15,595,218,0,0
4,35,62,1,160,10,15,596,145,0,0
4,35,62,1,160,10,15,596,294,0,0
10,8,8,1,199,9,15,472,145,1,0
4,77,8,1,250,7,15,305,127,1,0
4,48,48,1,180,9,8,544,304,1,0
4,4,13,1,201,9,15,469,219,1,0
4,52,14,1,93,2,15,594,127,0,0
4,35,47,1,199,10,9,210,304,1,0
4,48,48,1,180,9,9,544,304,1,0
13,35,62,1,160,9,15,38,105,0,0
4,48,48,1,180,9,15,544,304,1,0
4,77,8,1,250,5,15,305,127,0,0
4,35,74,1,171,10,11,542,122,0,0
4,67,13,1,94,7,15,584,6,1,0
4,48,48,1,180,9,15,544,304,1,0
13,35,62,1,160,7,15,38,105,0,0
4,35,8,1,250,0,15,305,127,0,0
12,69,0,1,180,8,15,596,27,1,0
4,35,62,1,160,10,11,596,294,0,0
4,67,13,1,94,7,15,584,187,1,0
6,52,13,1,144,11,15,150,279,1,0
4,35,61,1,279,10,11,572,250,0,0
4,35,74,1,171,10,11,373,122,0,0
4,35,74,1,171,10,11,280,122,1,0
12,69,0,1,180,7,15,596,57,1,0
11,21,72,1,219,7,11,598,236,1,0
4,58,61,1,166,9,15,162,285,1,0
13,77,13,1,93,9,15,469,127,1,0
6,52,13,1,144,10,15,522,123,0,0
13,35,62,1,160,7,15,587,27,0,0
13,77,47,1,93,1,15,597,54,1,0
4,59,74,1,61,9,15,458,240,1,0
4,77,8,1,250,2,15,305,127,0,0
4,35,62,1,160,10,14,596,127,0,0
6,52,13,1,144,3,15,597,145,1,0
4,58,61,1,166,9,15,162,285,1,0
4,35,74,1,171,10,11,305,122,1,0
4,75,65,1,94,9,15,596,147,1,0
4,59,74,1,61,9,15,458,240,1,0
4,58,61,1,166,9,15,162,285,1,0
6,52,13,1,144,7,15,506,268,0,0
13,77,13,1,93,9,15,469,127,1,0
4,35,47,1,199,10,9,182,304,1,0
14,44,60,1,160,9,15,596,117,1,0
11,21,72,1,219,7,11,598,140,0,0
4,58,61,1,166,9,15,162,285,1,0
4,57,9,1,94,2,15,165,141,0,0
4,67,1,1,2,7,11,490,97,1,0
13,35,61,1,171,9,16,306,127,0,0
4,4,13,1,201,9,15,469,219,1,0
4,4,13,1,201,9,15,469,219,1,0
13,77,47,1,93,1,15,597,54,1,0
4,75,65,1,94,9,15,596,309,1,0
12,69,0,1,180,7,15,359,48,0,0
4,35,62,1,160,10,8,596,228,0,0
4,57,9,1,94,7,15,196,141,1,0
6,52,13,1,144,9,15,105,262,0,0
13,35,62,1,160,2,15,38,105,0,0
13,35,62,1,160,9,15,38,105,0,0
4,57,9,1,94,9,15,534,141,1,0
4,57,9,1,94,4,15,333,141,1,0
13,77,47,1,93,1,15,597,54,1,0
4,58,61,1,166,9,15,162,285,1,0
4,35,61,1,279,10,11,572,291,0,0
4,48,48,1,180,9,15,544,304,1,0
6,52,13,1,144,7,15,475,299,0,0
13,35,61,1,171,9,11,306,127,1,0
4,52,14,1,93,2,15,594,127,0,0
4,35,61,1,279,10,11,572,253,1,0
4,77,8,1,250,10,15,305,127,1,0
13,35,62,1,160,7,15,38,105,0,0
13,77,13,1,93,9,15,469,127,1,0
11,21,72,1,219,7,11,598,304,0,0
4,4,13,1,201,9,15,469,219,1,0
10,8,8,1,199,9,15,472,145,1,0
4,35,74,1,171,10,11,280,122,0,0
4,35,47,1,199,10,9,362,304,1,0
10,8,8,1,199,9,15,472,145,1,0
4,35,61,1,279,10,11,572,160,1,0
13,77,47,1,93,1,15,597,54,1,0
13,35,62,1,160,7,15,587,27,0,0
13,35,62,1,160,7,15,587,27,0,0
12,69,0,1,180,7,15,525,89,0,0
13,77,47,1,93,1,15,597,54,1,0
4,4,13,1,201,9,15,469,219,1,0
6,52,13,1,144,10,15,164,87,1,0
14,44,60,1,160,9,15,596,219,0,0
4,48,48,1,180,9,15,544,304,1,0
13,35,62,1,160,7,15,587,27,0,0
4,70,8,1,250,8,15,305,127,1,0
13,35,62,1,160,7,15,587,27,0,0
10,8,8,1,199,9,15,472,145,1,0
13,35,62,1,160,7,15,587,27,0,0
13,35,62,1,160,7,15,587,27,0,0
14,44,60,1,160,9,15,596,38,1,0
14,44,60,1,160,9,15,596,0,0,0
4,35,47,1,199,10,9,56,304,1,0
4,35,62,1,160,10,8,596,127,0,0
4,4,8,1,250,9,15,305,127,0,0
13,35,62,1,160,2,15,38,105,0,0
13,35,62,1,160,7,15,38,105,0,0
13,77,13,1,93,9,15,469,127,1,0
14,44,60,1,160,9,15,596,191,0,0
4,67,1,1,2,7,11,490,97,1,0
4,4,13,1,201,9,15,469,219,1,0
12,69,0,1,180,7,15,116,207,0,0
13,35,61,1,171,9,8,306,127,0,0
4,35,62,1,160,10,9,596,251,0,0
4,59,74,1,61,9,15,458,240,1,0
4,35,62,1,160,10,15,596,25,0,0
4,75,65,1,94,9,15,596,89,1,0
10,8,8,1,199,9,15,472,145,1,0
13,35,62,1,160,7,15,587,27,0,0
13,35,61,1,171,9,15,306,127,0,0
10,8,8,1,199,9,15,472,145,1,0
4,77,8,1,250,9,15,305,127,1,0
13,77,47,1,93,1,15,597,54,1,0
4,52,61,2,250,7,11,164,87,1,0
4,52,47,2,244,7,15,587,97,0,0
4,77,48,2,247,9,11,134,228,1,0
4,52,62,2,285,7,15,259,127,1,0
4,57,38,2,250,7,15,531,191,0,0
4,52,48,2,259,7,11,282,36,0,0
4,52,61,2,250,7,8,164,87,1,0
4,52,39,2,250,7,11,359,285,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,62,2,285,7,15,106,127,1,0
4,52,62,2,285,7,15,578,127,1,0
4,52,48,2,259,7,11,282,36,0,0
4,52,47,2,246,7,8,522,84,0,0
4,57,38,2,250,7,15,531,77,0,0
4,40,58,2,279,10,11,552,304,0,0
13,50,61,2,279,7,15,432,76,0,0
4,52,48,2,259,7,11,282,36,0,0
13,35,61,2,284,10,15,312,0,0,0
7,52,54,2,248,9,15,469,145,1,0
19,52,39,2,279,9,16,553,87,0,0
13,35,61,2,284,10,15,312,0,0,0
4,52,48,2,259,7,11,282,36,0,0
4,52,47,2,250,7,15,475,0,0,0
7,52,54,2,248,9,15,469,145,0,0
13,50,61,2,279,7,15,432,76,0,0
7,52,54,2,248,9,15,469,145,0,0
4,52,39,2,253,9,11,164,268,0,0
13,77,48,2,279,9,15,306,152,0,0
19,2,39,2,168,9,11,464,127,0,0
4,77,48,2,247,9,11,134,228,1,0
4,77,48,2,247,9,11,134,228,1,0
4,52,39,2,250,5,11,359,285,0,0
7,52,54,2,248,9,15,469,145,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,47,2,244,7,15,359,299,0,0
4,40,58,2,279,10,11,552,304,1,0
4,52,38,2,238,7,15,82,87,1,0
4,52,39,2,250,10,11,359,285,0,0
4,52,61,2,250,7,11,164,87,0,0
4,52,48,2,259,7,11,282,36,0,0
14,51,61,2,284,7,15,441,228,0,0
4,52,61,2,250,7,15,164,87,0,0
4,52,39,2,249,7,15,523,299,0,0
4,52,47,2,246,7,8,522,84,0,0
19,52,71,2,168,7,15,335,127,0,0
4,52,39,2,249,7,15,523,299,0,0
14,51,61,2,21,7,15,441,228,0,0
4,52,48,2,259,7,11,282,36,0,0
13,35,61,2,284,10,15,312,0,0,0
4,52,47,2,244,7,15,278,211,0,0
4,77,48,2,247,9,11,134,228,1,0
4,52,61,2,250,7,4,164,87,0,0
7,52,54,2,248,9,15,469,145,1,0
4,57,38,2,250,7,15,531,127,0,0
4,77,48,2,247,9,11,134,228,1,0
4,40,58,2,279,10,11,552,304,1,0
19,52,71,2,168,5,15,335,127,0,0
4,52,39,2,253,2,11,164,268,0,0
4,52,47,2,246,7,8,522,84,0,0
4,52,39,2,249,7,15,523,299,0,0
4,57,38,2,250,7,15,531,185,0,0
4,52,47,2,246,7,8,522,84,0,0
13,35,61,2,284,10,15,312,0,0,0
19,52,39,2,279,7,11,553,87,0,0
13,50,61,2,279,7,15,432,76,0,0
13,77,48,2,279,9,15,306,152,1,0
4,52,47,2,246,7,8,522,84,0,0
13,50,61,2,279,10,15,432,76,1,0
4,52,39,2,249,7,15,523,299,0,0
7,52,54,2,248,9,15,469,145,1,0
13,35,61,2,284,10,15,312,0,0,0
13,77,48,2,279,9,15,306,152,1,0
4,52,47,2,246,7,8,522,84,0,0
19,52,71,2,168,9,15,335,127,0,0
19,2,39,2,168,2,11,464,127,0,0
4,77,48,2,247,9,11,134,228,1,0
4,57,38,2,250,7,15,531,307,0,0
19,52,71,2,168,10,15,335,127,0,0
4,77,21,2,234,7,8,165,68,0,0
4,57,38,2,250,7,15,531,141,0,0
4,52,48,2,259,7,11,282,36,0,0
19,2,39,2,168,10,11,464,127,0,0
10,4,54,2,291,9,15,472,145,1,0
4,52,39,2,249,7,15,523,299,0,0
4,77,48,2,247,9,11,134,228,1,0
4,52,48,2,259,7,11,282,36,0,0
10,4,54,2,291,9,15,472,145,1,0
14,51,61,2,149,7,15,441,228,0,0
4,77,48,2,247,9,11,134,228,1,0
10,4,54,2,291,9,15,472,145,1,0
4,52,47,2,250,3,16,475,250,0,0
4,52,61,2,250,7,11,164,87,0,0
14,51,61,2,6,7,15,441,228,1,0
4,52,47,2,250,9,16,475,3,0,0
7,52,54,2,248,9,15,469,145,0,0
4,57,38,2,250,7,15,531,5,0,0
4,52,62,2,285,7,15,241,127,1,0
4,52,39,2,250,7,11,359,285,0,0
4,52,39,2,253,2,11,164,268,0,0
4,57,38,2,250,7,15,531,87,0,0
4,40,58,2,279,10,11,552,304,1,0
4,40,58,2,279,10,11,552,304,1,0
4,52,47,2,250,7,15,475,145,0,0
4,52,38,2,238,7,4,441,87,0,1
13,77,48,2,279,9,15,306,152,1,0
4,52,61,2,250,7,15,164,87,0,0
14,51,61,2,210,7,15,441,228,0,0
4,52,61,2,250,7,11,164,87,0,0
14,51,61,2,221,7,15,441,228,1,0
4,57,38,2,250,7,15,531,105,0,0
7,52,54,2,248,9,15,469,145,1,0
13,35,61,2,284,10,15,312,0,0,0
4,52,47,2,250,2,15,475,279,0,0
19,2,39,2,168,1,11,464,127,0,0
4,77,21,2,234,7,8,165,68,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,38,2,238,7,11,47,87,0,0
4,40,58,2,279,10,11,552,304,0,0
7,52,54,2,248,9,15,469,145,1,0
4,57,38,2,250,7,15,531,285,0,0
13,50,61,2,279,10,15,432,76,1,0
4,40,58,2,279,10,11,552,304,1,0
4,52,47,2,250,9,15,475,268,0,0
4,40,58,2,279,10,11,552,304,0,0
4,52,38,2,238,7,15,506,87,0,0
4,77,48,2,247,9,11,134,228,1,0
19,52,71,2,168,9,15,335,127,0,0
4,40,58,2,279,10,11,552,304,1,0
4,52,47,2,250,7,9,475,242,0,0
4,52,38,2,238,7,15,472,87,0,0
4,77,21,2,234,7,8,165,68,0,0
19,52,71,2,168,7,15,335,127,0,0
4,52,61,2,250,7,16,164,87,1,0
14,51,61,2,160,7,15,441,228,1,0
4,77,48,2,247,9,11,134,228,1,0
4,77,48,2,247,9,11,134,228,1,0
13,77,48,2,279,9,15,306,152,0,0
10,4,54,2,291,9,15,472,145,1,0
4,52,39,2,250,10,11,359,285,0,0
4,52,61,2,250,7,5,164,87,0,0
4,52,39,2,253,2,11,164,268,0,0
4,52,47,2,244,7,15,596,287,1,0
4,52,47,2,246,7,8,522,84,0,0
4,52,38,2,238,7,15,579,87,0,0
4,77,21,2,234,7,8,165,68,0,0
4,52,61,2,250,7,8,164,87,0,0
10,4,54,2,291,9,15,472,145,1,0
4,77,48,2,247,9,11,134,228,1,0
4,52,62,2,285,7,15,311,127,1,0
4,52,47,2,246,7,8,522,84,0,0
10,4,54,2,291,9,15,472,145,1,0
4,52,61,2,250,7,15,164,87,0,0
4,52,39,2,250,10,11,359,285,0,0
13,50,61,2,279,7,15,432,76,1,0
13,35,61,2,284,10,15,312,0,0,0
13,77,48,2,279,9,15,306,152,0,0
10,4,54,2,291,9,15,472,145,1,0
4,52,48,2,259,7,11,282,36,0,0
19,52,39,2,279,9,15,553,87,1,0
7,52,54,2,248,9,15,469,145,0,0
7,52,54,2,248,9,15,469,145,0,0
4,52,47,2,244,7,15,56,148,1,0
4,52,62,2,285,7,15,50,127,1,0
4,77,21,2,234,7,8,165,68,0,0
4,52,61,2,250,7,11,164,87,0,0
4,52,47,2,250,2,6,475,291,0,0
4,52,47,2,250,9,15,475,281,0,0
4,52,47,2,244,7,15,54,181,0,0
10,4,54,2,291,9,15,472,145,1,0
14,51,61,2,250,7,15,441,228,1,0
4,40,58,2,279,10,11,552,304,0,0
4,52,61,2,250,7,11,164,87,1,0
19,52,39,2,279,9,11,553,87,1,0
4,57,38,2,250,7,15,531,218,0,0
